region,area,suburb,subsuburb,type,land_size,dwell_size,condition,property_age,beds,baths,receptions,studies,garages,pbays,pool,staff,buyer_source,buyer_origin_country,buyer_origin_region,finance_type,list_price,sales_price,value_of_thing
Western Cape,Southern Suburbs,Athlone,none,APRT,50.0,50.0,Fair,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Bond,499000.0,480000.0,120
Western Cape,Southern Suburbs,Athlone,none,APRT,60.0,60.0,Fair,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0,0,Referral,South Africa,Western Cape,Cash,440000.0,365000.0,44
Western Cape,Southern Suburbs,Athlone,none,APRT,92.0,92.0,Good,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0,Press - Advertisement,South Africa,Western Cape,Bond,500000.0,460000.0,120
Western Cape,Southern Suburbs,Athlone,none,DS HSE,505.0,72.0,Good,56.0,3.0,3.0,1.0,0.0,2.0,0.0,0,0,Telephone,South Africa,Western Cape,Cash,950000.0,920000.0,4
Western Cape,Southern Suburbs,Athlone,none,SS HSE,217.0,74.0,Good,38.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,Website,South Africa,Western Cape,Bond,650000.0,620000.0,7
Western Cape,Southern Suburbs,Athlone,none,SS HSE,220.0,130.0,Good,20.0,4.0,2.0,2.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Bond,695000.0,650000.0,21
Western Cape,Southern Suburbs,Athlone,none,SS HSE,231.0,96.0,Fair,35.0,3.0,2.0,1.0,0.0,1.0,0.0,0,0,Press - Advertisement,South Africa,Western Cape,Bond,775000.0,720000.0,105
Western Cape,Southern Suburbs,Athlone,none,SS HSE,237.0,196.0,Fair,39.0,4.0,2.0,2.0,0.0,1.0,0.0,0,0,Press - Advertisement,South Africa,Western Cape,Bond,800000.0,750000.0,24
Western Cape,Southern Suburbs,Athlone,none,SS HSE,238.0,100.0,Good,50.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Bond,685000.0,650000.0,21
Western Cape,Southern Suburbs,Athlone,none,SS HSE,290.0,100.0,Fair,15.0,3.0,1.0,1.0,0.0,0.0,2.0,0,0,Client - Existing,South Africa,Western Cape,Bond,580000.0,545000.0,60
Western Cape,Southern Suburbs,Athlone,none,SS HSE,357.0,103.0,Good,64.0,3.0,1.0,2.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Bond,750000.0,720000.0,15
Western Cape,Southern Suburbs,Athlone,none,SS HSE,390.0,130.0,Good,50.0,3.0,1.0,1.0,0.0,0.0,4.0,0,1,Client - Existing,South Africa,Western Cape,Bond,650000.0,650000.0,3
Western Cape,Southern Suburbs,Athlone,none,SS HSE,456.0,127.0,Good,40.0,4.0,3.0,2.0,0.0,0.0,4.0,0,0,Press - Advertisement,South Africa,Western Cape,Bond,950000.0,850000.0,25
Western Cape,Southern Suburbs,Athlone,none,SS HSE,495.0,132.0,Good,50.0,3.0,1.0,2.0,0.0,0.0,0.0,1,0,Press - Advertisement,South Africa,Western Cape,Cash,950000.0,875000.0,72
Western Cape,Southern Suburbs,Athlone,none,SS HSE,496.0,0.0,Fair,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,Website,South Africa,Western Cape,Bond,695000.0,650000.0,27
Western Cape,Southern Suburbs,Athlone,none,SS HSE,496.0,189.0,Fair,55.0,5.0,2.0,1.0,1.0,1.0,1.0,0,1,Website,South Africa,Western Cape,Cash,1100000.0,1100000.0,5
Western Cape,Southern Suburbs,Athlone,none,SS HSE,523.0,180.0,Good,40.0,4.0,2.0,2.0,0.0,3.0,2.0,0,0,Showhouse,South Africa,Western Cape,Bond,990000.0,930000.0,90
Western Cape,Southern Suburbs,Athlone,none,SS HSE,541.0,136.0,Fair,53.0,3.0,1.0,1.0,0.0,1.0,5.0,0,0,Client - Existing,South Africa,Western Cape,Bond,995000.0,950000.0,4
Western Cape,Southern Suburbs,Athlone,none,SS HSE,595.0,100.0,Fair,20.0,4.0,2.0,2.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Bond,850000.0,770000.0,90
Western Cape,Southern Suburbs,Athlone,none,SS HSE,595.0,109.0,Good,19.0,3.0,1.0,2.0,0.0,0.0,0.0,0,0,Boards,South Africa,Western Cape,Bond,785000.0,750000.0,15
Western Cape,Southern Suburbs,Athlone,none,SS HSE,622.0,200.0,Good,10.0,4.0,2.0,3.0,0.0,2.0,0.0,1,0,Website,South Africa,Western Cape,Bond,1750000.0,1250000.0,240
Western Cape,Southern Suburbs,Athlone,none,SS HSE,810.0,180.0,Good,66.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,Telephone,South Africa,Western Cape,Cash,800000.0,770000.0,134
Western Cape,Southern Suburbs,Athlone,none,SS HSE,891.0,220.0,Good,50.0,4.0,3.0,2.0,0.0,2.0,2.0,0,0,Boards,South Africa,Western Cape,Bond,995000.0,950000.0,7
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,1129.0,260.0,Excellent,47.0,4.0,2.0,4.0,1.0,2.0,0.0,1,1,Showhouse,South Africa,Western Cape,Bond,4600000.0,3875000.0,35
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,2715.0,431.0,Excellent,40.0,5.0,4.0,6.0,1.0,3.0,3.0,1,1,Showhouse,South Africa,Western Cape,Cash,19500000.0,17250000.0,395
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,3357.0,500.0,Good,14.0,4.0,2.0,3.0,1.0,2.0,4.0,1,1,Boards,South Africa,Western Cape,Bond,12900000.0,9350000.0,184
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,3566.0,500.0,Excellent,70.0,5.0,3.0,5.0,1.0,2.0,3.0,0,1,Showhouse,South Africa,Western Cape,Bond,10900000.0,6500000.0,332
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,3657.0,600.0,Poor,50.0,4.0,2.0,3.0,1.0,2.0,2.0,1,1,Client - Existing,South Africa,Western Cape,Bond,16000000.0,9550000.0,120
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,4047.0,760.0,Excellent,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1,1,Referral,Australia,,Cash,25000000.0,20000000.0,540
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,4097.0,450.0,Good,60.0,5.0,3.0,4.0,1.0,2.0,10.0,1,1,Referral,South Africa,Western Cape,Cash,22000000.0,19500000.0,15
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,4290.0,520.0,Poor,80.0,3.0,2.0,2.0,1.0,3.0,1.0,0,1,Referral,South Africa,Western Cape,Bond,10500000.0,9400000.0,3
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,5422.0,1460.0,Excellent,3.0,6.0,7.0,4.0,1.0,7.0,4.0,1,1,Boards,Switzerland,,Cash,39000000.0,37000000.0,37
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,664.0,242.0,Good,65.0,3.0,3.0,4.0,0.0,2.0,0.0,1,0,Telephone,South Africa,Western Cape,Bond,5550000.0,5550000.0,1
Western Cape,Southern Suburbs,Bishopscourt,none,DS HSE,8425.0,880.0,Excellent,9.0,8.0,10.0,5.0,1.0,3.0,2.0,1,1,Boards,South Africa,Western Cape,Cash,39000000.0,35000000.0,474
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,10431.0,600.0,Fair,87.0,4.0,3.0,3.0,1.0,3.0,0.0,0,1,Press - Advertisement,South Africa,Western Cape,Bond,19000000.0,15000000.0,150
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,1453.0,450.0,Good,40.0,3.0,4.0,3.0,1.0,2.0,1.0,1,0,Website,South Africa,Western Cape,Cash,5300000.0,3900000.0,90
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,2825.0,403.0,Good,45.0,4.0,3.0,3.0,1.0,2.0,0.0,1,1,Showhouse,South Africa,Western Cape,Cash,11950000.0,8200000.0,377
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,2825.0,900.0,Excellent,30.0,5.0,4.0,4.0,1.0,3.0,3.0,1,1,Website,South Africa,Western Cape,Cash,14900000.0,11500000.0,1095
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,2861.0,500.0,Excellent,40.0,3.0,3.0,3.0,2.0,4.0,7.0,1,1,Press - Advertisement,South Africa,Western Cape,Cash,8500000.0,7000000.0,137
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,2974.0,700.0,Excellent,30.0,4.0,4.0,5.0,1.0,3.0,2.0,1,1,Telephone,South Africa,Western Cape,Cash,17400000.0,14200000.0,180
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,3339.0,300.0,Poor,45.0,4.0,2.0,3.0,1.0,2.0,0.0,1,1,Boards,South Africa,Western Cape,Cash,7500000.0,6400000.0,365
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,3750.0,1200.0,Excellent,8.0,3.0,5.0,4.0,2.0,4.0,0.0,1,1,Client - Existing,South Africa,Western Cape,Bond,35000000.0,17000000.0,380
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,4035.0,400.0,Fair,60.0,4.0,3.0,4.0,0.0,2.0,0.0,1,1,Boards,South Africa,Western Cape,Cash,9995000.0,9000000.0,23
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,450.0,220.0,Fair,18.0,3.0,2.0,1.0,0.0,2.0,2.0,0,0,Client - Existing,South Africa,Western Cape,Bond,3500000.0,3100000.0,58
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,456.0,180.0,Excellent,45.0,3.0,2.0,1.0,0.0,0.0,2.0,1,0,Showhouse,South Africa,Western Cape,Cash,3450000.0,3200000.0,80
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,457.0,230.0,Good,20.0,3.0,2.0,3.0,0.0,2.0,0.0,0,0,Showhouse,South Africa,Western Cape,Bond,3950000.0,3200000.0,97
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,4592.0,800.0,Good,45.0,5.0,4.0,3.0,1.0,3.0,2.0,1,1,Client - Existing,South Africa,Western Cape,Cash,14900000.0,12000000.0,347
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,4814.0,475.0,Good,26.0,4.0,4.0,3.0,1.0,2.0,0.0,1,0,Client - Existing,South Africa,Western Cape,Cash,19750000.0,16250000.0,273
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,4912.0,500.0,Good,30.0,4.0,3.0,4.0,0.0,2.0,10.0,1,1,Press - Advertisement,South Africa,Western Cape,Bond,19750000.0,15500000.0,652
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,4979.0,500.0,Fair,53.0,5.0,3.0,4.0,0.0,2.0,4.0,1,0,Showhouse,South Africa,Western Cape,Cash,13500000.0,11400000.0,87
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,589.0,280.0,Good,40.0,4.0,3.0,2.0,0.0,2.0,2.0,1,1,Showhouse,South Africa,Western Cape,Bond,3600000.0,3200000.0,513
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,589.0,350.0,Fair,52.0,4.0,2.0,2.0,0.0,2.0,2.0,1,0,Showhouse,South Africa,Western Cape,Bond,3400000.0,3000000.0,139
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,7053.0,450.0,Good,20.0,4.0,3.0,3.0,1.0,2.0,0.0,1,1,Showhouse,South Africa,Western Cape,Cash,12500000.0,9350000.0,385
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,814.0,310.0,Good,65.0,3.0,2.0,4.0,0.0,2.0,2.0,0,0,Showhouse,South Africa,Western Cape,Bond,4250000.0,3875000.0,19
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,877.0,390.0,Good,20.0,4.0,3.5,2.0,0.0,2.0,0.0,1,0,Showhouse,South Africa,Western Cape,Bond,4750000.0,4270000.0,4
Western Cape,Southern Suburbs,Bishopscourt,none,SS HSE,880.0,350.0,Good,40.0,4.0,2.0,2.0,0.0,2.0,4.0,1,1,Showhouse,South Africa,Western Cape,Bond,4200000.0,4000000.0,65
Western Cape,Southern Suburbs,Bishopscourt,none,VCNT,2740.0,0.0,Excellent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Referral,South Africa,Western Cape,Cash,9000000.0,8100000.0,120
Western Cape,Southern Suburbs,Bishopscourt,none,VCNT,4107.0,0.0,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Boards,South Africa,Western Cape,Bond,8500000.0,7250000.0,183
Western Cape,Southern Suburbs,Bishopscourt,none,VCNT,7435.0,0.0,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Client - Existing,South Africa,Western Cape,Cash,27250000.0,27250000.0,0
Western Cape,Southern Suburbs,Bishopscourt,none,VCNT,7435.0,0.0,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Website,South Africa,Western Cape,Cash,27250000.0,27250000.0,0
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Excellent,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0,0,Walk-in,South Africa,Western Cape,Cash,2200000.0,2000000.0,28
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Excellent,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,Referral,South Africa,Western Cape,Cash,2600000.0,2300000.0,10
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Excellent,4.0,2.0,1.0,2.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,2350000.0,2250000.0,7
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Excellent,4.0,2.0,1.5,2.0,0.0,0.0,1.0,0,0,Client - Existing,South Africa,Western Cape,Cash,2150000.0,2100000.0,30
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Good,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,Referral,South Africa,Western Cape,Bond,2390000.0,2150000.0,7
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Good,5.0,2.0,2.0,2.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,2395000.0,2180000.0,15
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,100.0,100.0,Good,60.0,2.0,2.0,1.0,0.0,0.0,1.0,0,1,Referral,South Africa,Western Cape,Bond,1225000.0,1195000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,102.0,102.0,Excellent,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,Referral,South Africa,Western Cape,Cash,1795000.0,1600000.0,1155
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,107.0,107.0,Good,32.0,2.0,2.0,2.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Cash,1600000.0,1500000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,109.0,109.0,Excellent,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,2300000.0,2100000.0,0
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,110.0,110.0,Excellent,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Referral,South Africa,Western Cape,Cash,2750000.0,2500000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,113.0,113.0,Good,12.0,2.0,1.0,1.0,0.0,1.0,0.0,0,0,Press - Advertisement,South Africa,Western Cape,Bond,1350000.0,1275000.0,120
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,113.0,113.0,Good,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,Referral,Seychelles,,Cash,2200000.0,1900000.0,40
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,113.0,113.0,Good,6.0,2.0,1.5,1.0,0.0,0.0,2.0,1,0,Referral,South Africa,Western Cape,Cash,1950000.0,1950000.0,70
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,117.0,117.0,Excellent,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0,0,Showhouse,South Africa,Western Cape,Cash,2800000.0,2750000.0,20
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,117.0,117.0,Good,7.0,2.0,2.0,1.0,0.0,1.0,1.0,0,0,Website,South Africa,Western Cape,Cash,1430000.0,1430000.0,0
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,121.0,121.0,Excellent,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Website,Zimbabwe,,Cash,3275000.0,2900000.0,192
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,124.0,124.0,Excellent,4.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Walk-in,South Africa,Western Cape,Cash,3500000.0,3050000.0,365
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,128.0,128.0,Good,50.0,2.0,1.0,2.0,0.0,1.0,1.0,0,0,Walk-in,South Africa,Western Cape,Cash,1650000.0,1565000.0,30
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,129.0,129.0,Excellent,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,3195000.0,2900000.0,80
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,132.0,132.0,Excellent,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,2400000.0,2385000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,142.0,142.0,Excellent,4.0,3.0,2.0,0.0,0.0,2.0,2.0,0,0,Walk-in,South Africa,Western Cape,Cash,3200000.0,3100000.0,35
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,142.0,142.0,Excellent,5.0,3.0,2.0,1.0,0.0,0.0,2.0,0,0,Client - Existing,South Africa,Western Cape,Cash,2900000.0,2600000.0,240
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,146.0,146.0,Good,20.0,3.0,2.0,2.0,1.0,1.0,0.0,0,0,Referral,South Africa,Western Cape,Bond,1795000.0,1650000.0,150
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,148.0,148.0,Good,16.0,3.0,1.5,1.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Bond,1500000.0,1461000.0,30
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,251.0,251.0,Excellent,3.0,3.0,3.5,1.0,0.0,0.0,2.0,1,0,Referral,South Africa,Western Cape,Cash,5900000.0,5250000.0,316
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,285.0,285.0,Excellent,8.0,4.0,3.0,4.0,0.0,2.0,0.0,0,0,Client - Existing,South Africa,Western Cape,Cash,4295000.0,3700000.0,180
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,34.0,34.0,Good,40.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Telephone,South Africa,Western Cape,Cash,570000.0,500000.0,45
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,343.0,343.0,Excellent,2.0,3.0,3.0,1.0,0.0,0.0,2.0,0,0,Referral,South Africa,Western Cape,Cash,5750000.0,5000000.0,180
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,36.0,36.0,Excellent,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,Client - Existing,South Africa,Western Cape,Cash,535000.0,520000.0,10
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,36.0,36.0,Excellent,40.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,Press - Advertisement,South Africa,Western Cape,Bond,525000.0,515000.0,30
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,36.0,36.0,Fair,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,Showhouse,South Africa,Western Cape,Cash,575000.0,575000.0,9
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,37.0,37.0,Excellent,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,Client - Existing,South Africa,Western Cape,Bond,495000.0,450000.0,35
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,37.0,37.0,Fair,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,Website,South Africa,Western Cape,Bond,475000.0,399000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,37.0,37.0,Good,12.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Bond,550000.0,530000.0,40
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,37.0,37.0,Good,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Cash,600000.0,570000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,40.0,40.0,Fair,50.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Client - Existing,South Africa,Western Cape,Bond,650000.0,460000.0,120
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,43.0,43.0,Excellent,13.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Cash,785000.0,740000.0,15
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,44.0,44.0,Fair,50.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,Showhouse,Kenya,,Cash,550000.0,460000.0,267
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,50.0,50.0,Excellent,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Cash,1200000.0,1150000.0,17
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,53.0,53.0,Good,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Bond,899000.0,860000.0,103
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,57.0,57.0,Good,30.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Bond,795000.0,750000.0,40
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,59.0,59.0,Good,35.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,Telephone,South Africa,Western Cape,Bond,799000.0,750000.0,106
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,60.0,60.0,Excellent,4.0,1.0,1.5,1.0,0.0,1.0,1.0,0,0,Showhouse,South Africa,Western Cape,Cash,1300000.0,1200000.0,7
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,60.0,60.0,Excellent,60.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0,Referral,South Africa,Western Cape,Cash,895000.0,830000.0,70
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,60.0,60.0,Good,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Showhouse,South Africa,Western Cape,Cash,1300000.0,1200000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,60.0,60.0,Good,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Walk-in,South Africa,Western Cape,Cash,1300000.0,1200000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,61.0,61.0,Excellent,14.0,2.0,1.5,1.0,0.0,0.0,2.0,0,0,Website,South Africa,Western Cape,Cash,899000.0,885000.0,15
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,62.0,62.0,Good,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,Client - Existing,South Africa,Western Cape,Bond,875000.0,850000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,62.0,62.0,Good,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,Showhouse,South Africa,Western Cape,Bond,995000.0,900000.0,3
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,63.0,63.0,Excellent,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Referral,South Africa,Western Cape,Cash,1390000.0,1330000.0,60
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,64.0,64.0,Fair,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,Press - Advertisement,South Africa,Western Cape,Cash,595000.0,490000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,64.0,64.0,Poor,60.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,Showhouse,South Africa,Western Cape,Bond,595000.0,490000.0,90
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,65.0,65.0,Excellent,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Showhouse,South Africa,Western Cape,Bond,1295000.0,1200000.0,2
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,66.0,66.0,Good,7.0,2.0,2.0,1.0,0.0,1.0,1.0,0,0,Boards,South Africa,Western Cape,Cash,1195000.0,1115000.0,15
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,70.0,70.0,Good,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Referral,South Africa,Western Cape,Cash,1200000.0,1200000.0,1
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,71.0,71.0,Good,15.0,2.0,1.0,1.0,0.0,1.0,0.0,0,0,Referral,South Africa,Western Cape,Bond,1195000.0,1050000.0,65
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,73.0,73.0,Good,31.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,Showhouse,South Africa,Western Cape,Bond,860000.0,840000.0,49
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,77.0,77.0,Poor,50.0,2.0,1.0,1.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Bond,795000.0,750000.0,14
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,80.0,80.0,Good,63.0,2.0,1.0,1.0,0.0,0.0,1.0,0,0,Showhouse,South Africa,Western Cape,Cash,1065000.0,950000.0,28
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,82.0,82.0,Good,50.0,2.0,1.0,1.0,1.0,0.0,2.0,0,1,Press - Advertisement,South Africa,Western Cape,Cash,1300000.0,1180000.0,146
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,83.0,83.0,Excellent,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Website,South Africa,Western Cape,Bond,1595000.0,1550000.0,518
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,86.0,86.0,Excellent,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0,0,Walk-in,South Africa,Western Cape,Bond,2100000.0,1550000.0,81
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,86.0,86.0,Good,20.0,3.0,2.0,1.0,0.0,1.0,1.0,0,0,Walk-in,South Africa,Western Cape,Cash,1495000.0,1350000.0,220
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,87.0,87.0,Good,40.0,2.0,2.5,1.0,0.0,1.0,0.0,0,0,Walk-in,South Africa,Western Cape,Cash,1695000.0,1620000.0,21
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,89.0,89.0,Excellent,30.0,2.0,1.0,1.0,0.0,1.0,0.0,0,0,Website,South Africa,Western Cape,Cash,1725000.0,1700000.0,106
Western Cape,Southern Suburbs,Claremont,Claremont Upper,APRT,89.0,89.0,Good,15.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,Telephone,South Africa,Western Cape,Bond,1195000.0,800000.0,403
Western Cape,Southern Suburbs,Claremont,Claremont Upper,CLUSTER,494.0,450.0,Excellent,9.0,4.0,3.0,3.0,1.0,2.0,2.0,1,0,Boards,South Africa,Western Cape,Cash,6800000.0,6000000.0,161
